set_num,name,num_parts
9860-1,Battery Box (4.5 Volt),1
986-1,One Light Bulb,1
9861-1,Connecting Leads,8
9862-1,Random Special Pieces,96
9863-1,Weighted Brick Pack,4
9864-1,Green Building Plates,3
9865-1,Optosensor,2
9866-1,Light and Transparent Bricks,12
9867-1,Touch Sensor,1
9868-1,Plugholders and Leads,42
9869-1,Building Plates (24 x 24),3
9870-1,Pneumatic Rubber Bands and Pneumatic Tubing,144
987-1,Number Bricks,52
9871-1,Yellow Beams,76
9872-1,"Pneumatic Pump, Cylinder, Valves, Tubing",10
9874-1,Building Cards - 1090,5
9875-1,Building Cards - 1092,4
9876-1,Large Turntables,2
988-1,Alphabet Bricks,45
9883-1,Motor - 9v,1
9885-1,Sound element - 9v,1
9888-1,Touch Sensor,1
9889-1,Temperature Sensor,1
9890-1,Light Sensor,1
989-1,10 Traffic Signs,10
9891-1,Angle Sensor,1
9892-1,Brick Separators,2
98959-1,Motor,40
9897-1,9-Volt Connecting Leads,3
9898-1,9-Volt Long Connecting Leads,2
9899-1,Hubs and Tires,20
9900-1,Small Gear Wheels,21
990-1,Trees and Signs (1971 version with granulated trees and 4 bricks),12
990-2,Trees and Signs (1969 version with old style trees and 3 bricks),11
9911-1,9-Volt Touch Sensor and Leads,3
991118-1,3M Connecting Lead (Set of 2),2
9912-1,LEGO Solar Cell,1
991268-1,Special Elements Pack,674
991319-1,Medium Gray Storage Bin,1
991327-1,12-Tooth Black Double Conical Wheels (Pack of 25),25
991328-1,36-Tooth Double Conical Wheels (Pack of 25),25
991329-1,7-Stud Axles (Pack of 50),50
991330-1,New Turntables (Pack of 2),2
991331-2,Small Wide Tire & Hub (Pack of 8 each),16
991332-1,Technic Triangle (Pack of 25),25
991333-1,Cam Wheel (Pack of 25),25
991335-1,Swivel Magnet Pack (Pack of 10 each),20
991336-1,2-Stud Axles with Grooves (Pack of 100),100
991337-1,Connector Peg with Axle (Pack of 100),100
991369-1,Tracks and Sprockets Pack,110
991402-1,Studless Technic Beams,35
991403-1,Technic Angle Beams,30
991404-1,Technic Beams with Snaps,30
991405-1,Technic Crossblocks,30
991426-1,Black Plates - Large Package,165
991451-1,Tracks,120
991452-1,Sprockets,22
991464-1,LEGO Smart Kit,20
9916-1,LEGO Electrical Capacitor,1
991751-1,MINDSTORMS Energy Parts Pack,46
9918-1,Gear Block Yellow,1
9927-1,Beams (red),44
9928-1,Beams (blue),44
9929-1,Plates Red,72
9930-1,Plates Blue,72
9931-1,Plates Yellow,72
9932-1,Plates Black,72
9933-1,Basic Bricks (red),62
9934-1,Basic Bricks (yellow),62
9935-1,Basic Bricks (black),62
9936-1,Weight Elements,2
9937-1,Small Chain Links,108
9938-1,Conveyor Belt Links,36
9939-1,Assorted Pulleys,14
9940-1,Rubber Bands and String,36
994-1,LEGO fences with garden gates,19
9941-1,Cams & Linkages,18
9942-1,Connectors & Bushings,160
9943-1,Axles and Extenders,54
9945-1,Differentials,14
995-1,Lighting Bricks with Color Filters,23
9954-1,Special Elements for Mini Sets,56
9959-1,Special Elements for Intelligent House Building Set,41
9960-1,"Crane Hook, Cam, Propellor",13
9961-1,White Belts,16
9962-1,Flat Tiles,12
9963-1,Axle Extenders and Bushings,88
9964-1,Connector Pegs,64
9965-1,Gears 8- and 10-Tooth,18
9966-1,Large Gear Wheels,16
9967-1,Differential and Bevel Gears,18
9968-1,Pulley Wheels,22
9969-1,Tires and Spoked Hubs,24
9970-1,Axles - Short,36
9971-1,Axles - Long,24
9972-1,Plates (Red),88
9973-1,Plates (Blue),88
9974-1,Plates (Yellow),88
9975-1,Simple Machines,122
9999-1,Upgrade Kit for 9654,7
Alpharetta-1,"LEGO Store Grand Opening Exclusive Set, North Point Mall, Alpharetta, GA",15
AMFlag-1,American Flag with Sticker For Stars (Legoland California),62
Annapolis-1,"LEGO Store Grand Opening Exclusive Set, Westfield Annapolis, Annapolis, MD",45
auditt-1,Audi TT Roadster (Legoland Deutschland),57
Austin-1,"LEGO Store Grand Opening Exclusive Set, Barton Creek Square, Austin, TX",82
B001-1,"1 x 4 x 5 Black Window Frames, Transparent Blue Panes",20
B002-1,1 x 4 x 3 Train Window Clear,25
B003-1,"Red Frame, Black Door, Green Pane",10
B004-1,2 x 4 Ridge Roof Tile Low Sloped Black,25
B005-1,2 x 4 Ridge Roof Tile Low Sloped Red,25
B100-1,Crazy Action Contraptions (Klutz),64
B110-1,Crazy Action Contraptions (Klutz) Vol. 2,112
b55dk-01,Lego Mursten - System i Leg Byggebog,0
b56de-01,Lego Bausteine - System im Spiel,0
b63de-01,LEGO Hobby und Modellbau,0
b66de-01,LEGO Motor Eisenbahn,0
BAG6-1,Gray Brick Separator with Black Frame Pieces,56
BAT8369-1,Battery Pack,6
BauMit-1,BAU MIT!,1
Beachwood-1,"LEGO Store Grand Opening Exclusive Set, Beachwood Place, Beachwood, OH",3
Berlin-1,"LEGO Store Grand Opening Exclusive Set, Berlin, Germany",69
bilmasks-1,Special Masks! - 2 (Dark) Copper Color Kanohi (Legoland Billund),2
BIO601601-1,Scorpion,19
BIO601602-1,Ekimu Falcon,29
Birmingham-1,"LEGO Store Grand Opening Exclusive Set, Riverchase Galleria, Birmingham, AL",79
Braintree-1,"LEGO Store Grand Opening Exclusive Set, South Shore Plaza, Braintree, MA",58
C001-1,LEGO Star Wars Clock,0
C8500-1,Robotops (8500 + 8501 + 8502 + 8503),96
C8504-1,Ultrarex (8504 + 8505 + 8506 + 8507),88
C8509-1,Swamp + Lava (8509 + 8510),63
C8509-2,Dust + Lava + Swamp [8509 + 8510 + 8513],96
C8509-3,Swamp + Frost + Onyx + Dust [8509 + 8511 + 8512 + 8513],146
C8509-4,Swamp + Frost + Onyx + Dust + Power [8509 + 8511 + 8512 + 8513 + 8514],153
C8509-5,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211
C8511-1,Frost + Dust (8511 + 8513),73
C8511-2,Frost + Onyx + Power [8511 + 8512 + 8514],90
C8512-1,Onyx + Power (8512 + 8514),47
C8521-1,Dynamo (8521 + 8522 + 8523),142
Calgary-1,"LEGO Store Grand Opening Exclusive Set, Chinook Centre, Calgary, AB, Canada",130
casbon-1,Castle Bonus Pack,3
CCegg-1,Chupa Chups Egg with Surprise Lego Set,1
celeb2015-1,Tatooine Mini-build - Star Wars Celebration Exclusive,178
CELEBV-1,Fan Celebration V - CubeDude - The Bounty Hunter Edition,497
celebvi-1,Boba Fett’s Slave I - Mini - Star Wars Celebration VI Exclusive,81
Chandler-1,"LEGO Store Grand Opening Exclusive Set, Chandler Fashion Center, Chandler, AZ",67
Cincinnati-1,"LEGO Store Grand Opening Exclusive Set, Kenwood Towne Centre, Cincinnati, OH",93
CITY951701-1,Policeman and Crook Foil Pack,16
cnminifigs-1,Ninja Minifig Packs 3-Pack,3
cokejpiii-1,Japanese Coca-Cola Studios Polybag Collection sets 4056 thru 4079,24
cokesoccer-1,Japanese Coca-Cola Soccer collection sets 4443 thru 4472,30
Columbus-1,"LEGO Store Grand Opening Exclusive Set, Easton Town Center, Columbus, OH",72
comcon001-1,Clone Wars Pack - San Diego Comic-Con 2008 Exclusive,12
comcon002-1,Indiana Jones Brickmaster Pack - San Diego Comic-Con 2008 Exclusive,114
comcon003-1,Batman and Joker Minifig Pack - San Diego Comic-Con 2008 Exclusive,9
comcon004-1,Collectible Display Set 1 - San Diego Comic-Con 2009 Exclusive,5
comcon005-1,Collectible Display Set 2 - San Diego Comic-Con 2009 Exclusive,12
comcon006-1,Collectible Display Set 4 - San Diego Comic-Con 2009 Exclusive,30
comcon007-1,Collectible Display Set 5 - San Diego Comic-Con 2009 Exclusive,17
comcon008-1,Collectible Display Set 3 - San Diego Comic-Con 2009 Exclusive,16
comcon009-1,Collectible Display Set 6 - San Diego Comic-Con 2009 Exclusive,5
comcon010-1,Mini Republic Dropship Mini AT-TE Brickmaster Pack - San Diego Comic-Con 2009 Exclusive,202
comcon011-1,LEGO Star Wars Holo-Brick Archives San Diego Comic-Con 2009 Exclusive,3
comcon013-1,Super Heroes Unite - Green Lantern - San Diego Comic-Con 2011 Exclusive,4
comcon014-1,Super Heroes Unite - Batman - San Diego Comic-Con 2011 Exclusive,1
comcon015-1,Star Wars Advent Calendar - San Diego Comic-Con 2011 Exclusive,1
comcon016-1,Super Heroes Unite - Green Lantern - New York Comic-Con 2011 Exclusive,4
comcon017-1,Super Heroes Unite - Superman - New York Comic-Con 2011 Exclusive,5
comcon018-1,Super Heroes Unite - Batman - New York Comic-Con 2011 Exclusive,1
comcon019-1,Darth Maul’s Sith Infiltrator - Mini - San Diego Comic-Con 2012 Exclusive,91
comcon020-1,Super Heroes Unite - Shazam Captain Marvel - San Diego Comic-Con 2012 Exclusive,1
comcon021-1,Super Heroes Unite - Phoenix Jean Gray - San Diego Comic-Con 2012 Exclusive,5
comcon022-1,Super Heroes Unite - Bizarro - San Diego Comic-Con 2012 Exclusive,1
comcon023-1,Super Heroes Unite - Venom - San Diego Comic-Con 2012 Exclusive,3
comcon024-1,Luke Skywalker's Landspeeder - Mini - New York Comic-Con 2012 Exclusive,110
comcon025-1,Shadow Leonardo - New York Comic-Con 2012 Exclusive,0
comcon026-1,Kraang - New York Comic-Con 2012 Exclusive,0
comcon027-1,Spiderwoman - San Diego Comic-Con 2013 Exclusive,0
comcon028-1,Spider-Man - San Diego Comic-Con 2013 Exclusive,1
comcon029-1,Black Superman - San Diego Comic-Con 2013 Exclusive,3
comcon030-1,Green Arrow - San Diego Comic-Con 2013 Exclusive,1
comcon031-1,Azog - San Diego Comic-Con 2013 Exclusive,6
comcon032-1,JEK-14 Mini Stealth Starfighter - San Diego Comic-Con 2013 Exclusive,123
comcon033-1,Micro Scale Bag End - San Diego Comic-Con 2013 Exclusive,130
comcon034-1,Rocket Raccoon’s Warbird,145
comcon035-1,The Collector - San Diego Comic-Con 2014 Exclusive,8
comcon037-1,Batman Classic TV Series Batmobile,152
comcon038-1,Bard the Bowman,5
comcon039-1,The Ghost Starship,127
comcon042-1,Tahu Mask - New York Comic-Con 2014 Exclusive,1
comcon046-1,All New Captain America (Sam Wilson) - San Diego Comic-Con 2015 Exclusive,5
Concord-1,"LEGO Store Grand Opening Exclusive Set, Concord Mills, Concord, NC",69
CostaMesa-1,"LEGO Store Grand Opening Exclusive Set, South Coast Plaza, Costa Mesa, CA",3
D100340-1,LogIT Sensor Adapter,0
Dallas-1,"LEGO Store Grand Opening Exclusive Set, NorthPark Center, Dallas, TX",92
DC1-1,Commemorative Limited Edition Batman Announcement,13
DCSHDVD1-1,Justice League vs Bizarro League DVD/Blu-Ray,5
DCSHDVD2-1,Justice League: Attack of the Legion of Doom DVD/Blu-ray,0
DesPeres-1,"LEGO Store Grand Opening Exclusive Set, West County Center, Des Peres, MO",14
DKAtlantis-1,Lego Brickmaster Atlantis (Hardcover),157
DKBATMANVD-1,Batman: The Visual Dictionary,0
DKCastle-1,Lego Brickmaster Castle (Hardcover),141
DKCity-1,Lego Brickmaster City (Hardcover),146
DKFriends-1,Friends Brickmaster: Treasure Hunt in Heartlake City,103
DKIDEASBOOK-1,The LEGO Ideas Book,0
DKLEGOBOOK-1,The LEGO Ideas Book - Unlock Your Imagination [ISBN-13 9780756686062],1
DKLEGOBOOK-2,The LEGO Ideas Book - You Can Build Anything [ISBN-13 9781405350679],1
DKNinjago-1,Lego Brickmaster Ninjago (Hardcover),144
DKNINJAGO2-1,Brickmaster: Ninjago 2 - Fight The Power Of The Snakes,155
DKPirates-1,Lego Brickmaster Pirates (Hardcover),153
DKSS-1,Standing Small,1
DKStarWars-1,Lego Brickmaster Star Wars (Hardcover),251
DKSTICKER-1,DK Minifigure Ultimate Sticker Collection,0
DKSWYoda-1,LEGO Star Wars: The Yoda Chronicles,0
Duck75-1,75th Anniversary Duck on Wheels,44
e1a1401-1,MUJI Basic Set,64
e1a1402-1,MUJI Animal / Vehicle Set,196
e1a1403-1,MUJI Moving Set,109
e1a1404-1,MUJI Christmas Set,120
Edmonton-1,"LEGO Store Grand Opening Exclusive Set, Southgate Mall, Edmonton,  AB, Canada",3
EL241501-1,Enki the Panther,14
EL241502-1,Flamy the Fox,12
Elizabeth-1,"LEGO Store Grand Opening Exclusive Set, Jersey Gardens, Elizabeth, NJ",15
Elmhurst-1,"LEGO Store Grand Opening Exclusive Set, Queens Center Mall, Elmhurst, NY",95
EMMETSCAR-1,TRU Emmet's car,40
F6316-1,Flags and Posts,100
fdp01-1,LEGO Familiedage Puzzle Promo 2009,7
FR561502-1,Dressing table,22
FR561601-1,Baby Parrot And Nest,16
FR561602-1,Valentine’s day,24
FR561603-1,Cookie The Superstar,20
FR561604-1,Cute Kitchen,24
FR561605-1,Ice Cream Cart,24
FR561606-1,Rabbit and hutch,18
FR561607-1,Happy Beach,17
FR561608-1,Cookie Cart,29
FR561609-1,Olivia’s laboratory,19
FR561610-1,Scary Shop,27
FR561611-1,Gifts wrapping table,22
FR561612-1,Kitten foil pack,23
FR561701-1,Bear in Ice Cave foil pack,24
Frankfurt-1,"LEGO Store Grand Opening Exclusive Set, MyZeil, Frankfurt, Germany",157
Frisco-1,"LEGO Store Grand Opening Exclusive Set, Stonebriar Centre, Frisco, TX",60
FRNDSMAGBEACH-1,LEGO Friends Magazine Issue 'Friends on the beach' Polybag,20
FRNDSMAGJNGLE-1,LEGO Friends Magazine Issue 'Jungle adventures' Polybag,28
fruit1-1,Apple - Hong Kong Lego Show Promotional,8
fruit2-1,Cherry - Hong Kong Lego Show Promotional,11
fruit3-1,Grapes - Hong Kong Lego Show Promotional,7
fruit4-1,Mango - Hong Kong Lego Show Promotional,6
fruit5-1,Melon - Hong Kong Lego Show Promotional,8
fruit6-1,Orange - Hong Kong Lego Show Promotional,7
fruit7-1,Pear - Hong Kong Lego Show Promotional,10
fruit8-1,Tree - Hong Kong Lego Show Promotional,0
G577-1,Vikings Chess Set,206
GardenCity-1,"LEGO Store Grand Opening Exclusive Set, Roosevelt Field Mall, Garden City, NY",88
Glasgow-1,"LEGO Store Grand Opening Exclusive Set, Glasgow UK",15
Glendale-1,"LEGO Store Grand Opening Exclusive Set, Arrowhead Towne Center, Glendale AZ",140
Hanover-1,"LEGO Store Grand Opening Exclusive Set, Arundel Mills, Hanover, MD",69
Honolulu-1,"LEGO Store Grand Opening Exclusive Set, Ala Moana Center, Honolulu, HI",85
Houston-1,"LEGO Store Grand Opening Exclusive Set, Baybrook Mall, Houston, TX",65
Houston-2,"LEGO Store Grand Opening Exclusive Set, The Galleria, Houston, TX",143
Houston-3,"LEGO Store Grand Opening Exclusive Set, The Woodlands Mall, Houston, TX",15
HPG01-1,Harry Potter Gallery 1 - Potter L. Malfoy Lockhart Madame Hooch,0
HPG02-1,Harry Potter Gallery 2 - Hagrid V. Dursley Crabbe Ron Weasley,0
HPG03-1,Harry Potter Gallery 3 - Dumbledore Ginny Weasley D. Malfoy Snape,2
HPG04-1,Harry Potter Gallery 4 - Tom Riddle McGonagall Dobby Goyle Hermione,0
iFountain-1,iFountain (Lego / Coca-Cola Employee Exclusive),331
Indianapolis-1,"LEGO Store Grand Opening Exclusive Set, Castleton Square, Indianapolis, IN",10
ISBN1338112120-1,The LEGO Batman Movie: Chaos in Gotham City,6
JUNGLE-ADV-1,Jungle Adventures,28
K10001-1,Metroliner Kit,2
K10020-1,Santa Fe Starter Kit,7
K10022-1,Santa Fe Train Kit,7
K10039-1,LEGO Legend Castle Collection,3
K10041-1,LEGO Town Kit,4
K10068-1,Holiday Kit,3
K10079-1,Holiday Decoration II,5
K10124-1,Ultimate Plane Kit,3
K10131-1,Battle of Yavin Collection,3
K10158-1,Deluxe High Speed Train Collection,4
K10176-1,Classic Castle,1
K10194-1,Emerald Night Collection,8
K1062-1,Lego Road Safety Kit,140
k1062b,Set K1062 Activity Booklet,1
K1376-1,Spider-Man Adventure Kit,3
K1383-1,Scary Monster Madness Kit,4
K2159-1,Holiday Train Starter Collection,31
K3409-1,Ultimate Soccer Stadium Kit,6
K3433-1,Ultimate NBA Arena Kit,3
k34431-1,Lego Mosaic Cat,2126
k34432-1,Lego Mosaic Dino,2846
k34433-1,Lego Mosaic Johnny Thunder,2126
k34434-1,Lego Mosaic Tiger,2216
K3451-1,Famous Planes Kit,2
K3538-1,Snowboard Cross Race Kit,3
K3731-1,3D Pumpkin Pack Kit,2
K3801-1,RIS 2.0 Builders Kit,3
K4103-1,Creator Bucket bundled with 4782 (TRU Exclusive),2
K4346-1,X-Pod Kit,4
K4415-1,X-Pod Creator Collection,4
K4479-1,TIE Bomber & TIE Fighter Kit,2
K4480-1,Jabba's Palace Kit,3
K4482-1,Episode II Final Scene Kit,3
K4487-1,Star Wars Miniatures Kit I,4
K4488-1,Star Wars Miniatures Kit II,4
K4492-1,Star Wars Miniatures Kit III,5
K4511-1,Passenger Train Kit,2
K4512-1,Cargo Train Kit,0
K4515-1,Ultimate Track Kit,15
K4516-1,Oval Track Kit,3
K4519-1,Cross Track Kit,6
K4520-1,Special Track Kit,4
K4531-1,Deluxe Track Kit,7
K4609-1,Jack Stone Fire Rescue Kit,3
K4611-1,Jack Stone Police Rescue Kit,4
K4612-1,Jack Stone Kit,3
K4701-1,Chamber of Secrets Kit,3
K4706-1,Sorcerers Stone Kit,7
K4729-1,Deluxe Hogwarts Kit,3
K4751-1,Marauder's Map Kit  (contains 4750 4751 4695),3
K4755-1,Knight Bus Collection,2
K4852-1,Spider-Man Movie Kit,5
K4915-1,Mini Pods Collection,4
K5300-1,Train Accessories Kit,3
K5613-1,City Fire Station Collection,0
K5850-1,Belville Kit,4
K5858-1,The Golden Palace Collection,3
K5862-1,Flower Fairy Party Collection,3
K5974-1,Space Police Collection,8
K6243-1,Big Pirates Collection,7
K6290-1,Classic Pirates Kit,3
K6762-1,Western Kit,3
K7000-1,Dinosaurs Kit,4
K7029-1,Complete Castle Collection,7
K7035-1,World City Police Kit,6
K7094-1,Castle Collection US version,6
K7153-1,Episode II Ultimate Action Kit,4
K7204-1,Jedi Adventure Kit,4
K720x-1,Story Teller Pack,4
K7283-1,V-wing Space Battle Collection,3
K7317-1,Life on Mars Kit,4
K7417-1,Orient Expedition in Mount Everest Kit,4
K7418-1,Orient Expedition in India Kit,4
K7419-1,Orient Expedition in China Kit,4
K7422-1,Orient Expedition World Travel Kit,3
K7467-1,Space Exploration Kit,3
K7471-1,Discovery Space Kit,5
K7623-1,Indiana Jones Classic Adventures Collection,4
K7690-1,Mars Mission Collection,7
K7699-1,Complete Mars Mission Collection,8
K7734-1,Cargo Transport Collection,4
K7741-1,City Police Collection,3
K7744-1,Ultimate City Police Collection,5
K7775-1,Complete Aqua Raiders Collection,6
K7776-1,Ultimate Aqua Raiders Collection,7
K7890-1,Rescue Collection,0
K7894-1,City Airport Collection,4
K7895-1,Oval Track for RC Trains,3
K7896-1,Deluxe Track for RC Trains,6
K7906-1,Ultimate Firefighter Collection,0
K7945-1,Firefighter Collection,0
K8008-1,Darth Vader / Stormtrooper Kit,2
K8102-1,Humans vs. Robots Battle Machine Collection,6
K8107-1,Golden City Collection,3
K8111-1,Battle Machine Collection,5
K8130-1,Tiny Turbo III Collection,4
K8148-1,Mini Racers Collection,4
K8355-1,Twin Powered Street Racer Kit,2
K8358-1,Night Sprinter Kit,3
K8362-1,Ferrari Collection,2
K8371-1,Twin Powered Street Racer Kit 2,2
K8380-1,All-Terrain Racers Collection,2
K8381-1,High-Speed Racers Collection,2
K8383-1,Off-Road Racers Collection,2
K8533-1,Find the Power BIONICLE Kit,9
K8563-1,Bohrok Swarm Kit,8
K8564-1,Ultimate Bohrok Swarm Kit,12
K8566-1,Toa Nuva Hero Kit,2
K8572-1,Toa Nuva Kit,6
K8573-1,Bohrok-Kal Kit,2
K8578-1,Ultimate Bohrok-Kal Kit,6
K8586-1,Matoran Villagers Kit,6
K8587-1,Rahkshi Set (Panrahk and Kurahk),2
K8588-1,Ultimate Rahkshi Kit,6
K8590-1,Rahkshi Kaita Vo Kit,3
K8591-1,Rahkshi Kit (Panrahk and Vorahk),2
K8592-1,Rahkshi Kaita Za Kit,3
K8596-1,Takutanuva Kit,2
K8603-1,Toa Metru Legends Kit,2
K8605-1,Toa Metru Kit I,3
K8606-1,Toa Metru Kit II,3
k8612-1,Metru Nui Matoran Kit,6
K8614-1,Vahki Kit,6
K8615-1,Vahki Enforcers Kit (8614 & 8615),2
K8645-1,Slammer Propeller Hotrod,2
k8647-1,Dual-Engine Truck,2
K8667-1,Pullback Racer Collection,2
K8672-1,Ferrari Racing Collection,2
K8685-1,Phantoka Collection,6
K8688-1,Mistika Collection,6
K8725-1,Matoran of Voya Nui Collection (8721 8722 8723 8724 8725 8726),6
K8727-1,Toa Inika Collection (8727 8728 8729 8730 8731 8732),6
K8741-1,Toa Hordika Deluxe Collection (8736 8737 8738 8739 8740 8741),6
K8747-1,Visorak Collection (8742 8743 8744 8745 8746 8747),6
K8755-1,Titans Collection (8755 8756 8761),3
K8761-1,The Shadowed One (LEGO Club Members Exclusive),235
K8764-1,Warriors of Voya Nui Collection,3
K8800-1,Vladek's Attack Kit,2
K8882-1,Power Functions Train Accessories Pack,6
K8900-1,Piraka Collection (8900 8901 8902 8903 8904 8905),6
K8915-1,Toa Mahri Collection,6
K8916-1,Barraki Collection,6
K8924-1,Titans of Mahri Nui Collection,3
K8927-1,Mahri Nui Deepsea Collection,3
K8929-1,Matoran of Mahri Nui Collection,4
K8942-1,Ultimate BIONICLE Collection,4
K8944-1,Matoran of Light Collection,6
K8956-1,Power Miners Collection,6
K8978-1,Bionicle Glatorian Collection,6
K9833-1,Rechargeable Battery Set,2
K9833-2,Rechargeable Battery Set (AC Adapter 230V - 10V Transformer),2
K9916-1,Robotics Invention System Kit,8
kabbasic-1,Kabaya Basic 4-Pack,4
kabbion-1,Kabaya Bionicle 4-Pack (boxed 1417 1418 1419 1420),4
kabbion2-1,Va 4-pack Kabaya (contains 1431 1432 1433 1434),4
kabcity-1,City 4-Pack,4
kabcreat-1,Creator 4-Pack,4
kabdino-1,Dino Island 4-Pack,4
kabextreme-1,Kabaya Extreme Team 4-Pack,4
Kabinsect-1,Insectoids 4-Pack,4
kabkk-1,Knight's Kingdom 4-Pack,4
kabmars-1,Life on Mars 4-Pack,4
kabninja-1,Kabaya Ninja 4-Pack,4
kaborient-1,Orient Expedition 3-Pack (canned versions of 7422 7423 7424),3
kabrace-1,Race 4-Pack,4
kabrobo-1,Kabaya RoboRider 4-Pack,4
kabrock-1,Rock Raiders 4-Pack,4
kabsoccer-1,Kabaya Soccer 3-Pack,3
kabspace-1,Kabaya Space Port 4-Pack,4
kabstud-1,Studios 4-Pack,4
kabtec-1,Kabaya Technic Vehicle 4-Pack,4
KB565-1,RIS 2.0 Basics Kit,4
KCCHP-1,Coca Cola Harry Potter Gift Set,7
KFruit-1,Fruit Set - Hong Kong Lego Show Promotional,8
KingofPrussia-1,"LEGO Store Grand Opening Exclusive Set, King of Prussia Mall, PA",66
kk2vp1-1,Knights' Kingdom Value Pack 1 (with bonus water bottle),3
kk2vp2-1,Knights' Kingdom Value Pack 2 (with bonus water bottle),3
kk2vp3-1,Knights' Kingdom Value Pack 3 (with bonus water bottle),3
kkchrome-1,Knight's Kingdom Chrome Series (complete set),4
KLLCA21-1,Santa with Reindeer and Sleigh (Legoland California),3
KSB28-1,LEGO BrickMaster Sample Magazine,0
KT103-1,Large Train Engine Blue,0
KT104-1,Large Train Engine Green,0
KT105-1,Large Train Engine Black,0
KT106-1,Large Train Engine Brown,0
KT107-1,Large Train Engine Gray,0
KT203-1,Large Train Engine with Tender Blue,0
KT204-1,Large Train Engine with Tender Green,0
